# x_m,y_m
7.921062865337465730e+00,0.000000000000000000e+00
7.951523983436890930e+00,5.868435233478994095e-02
7.981325086912719691e+00,1.177065335655222422e-01
8.010450155589886378e+00,1.770652670216720792e-01
8.038852772218808340e+00,2.367730467527464078e-01
8.066560064903482541e+00,2.968065802551273502e-01
8.093555834857149023e+00,3.571634652468343996e-01
8.119794253967693720e+00,4.178534086943463954e-01
8.145303554243682242e+00,4.788533301792017305e-01
8.170071145712348937e+00,5.401582200726863237e-01
8.194044537943646844e+00,6.017780085203120466e-01
8.217256798793270534e+00,6.636884405794714059e-01
8.239697998650770572e+00,7.258825843761198549e-01
8.261315757620003808e+00,7.883677050799124952e-01
8.282137929149744338e+00,8.511223412428524648e-01
8.302159856667055138e+00,9.141369010698207065e-01
8.321338657042906206e+00,9.774131673566880396e-01
8.339684638610224354e+00,1.040935840836803239e+00
8.357203711556383752e+00,1.104691530127178467e+00
8.373865437563688729e+00,1.168676650705045006e+00
8.389657086236185890e+00,1.232882015608616877e+00
8.404598018713283381e+00,1.297290624427701156e+00
8.418672759495684943e+00,1.361894112625605224e+00
8.431840915768738398e+00,1.426688459507672979e+00
8.444137738434728035e+00,1.491653718426876107e+00
8.455557296401613243e+00,1.556778987751902044e+00
8.466050262754556854e+00,1.622059952752689327e+00
8.475647301630397479e+00,1.687478546908246280e+00
8.484351157382125308e+00,1.753021983192693645e+00
8.492130610510240984e+00,1.818681577795702387e+00
8.498983377324650590e+00,1.884444311791004578e+00
8.504930901271638533e+00,1.950295057963573386e+00
8.509961350728662666e+00,2.016222279030715825e+00
8.514037298278463339e+00,2.082215382154609440e+00
8.517200009552350792e+00,2.148258464996600559e+00
8.519447792326261037e+00,2.214339094504560013e+00
8.520737007989534817e+00,2.280445377627984715e+00
8.521099084908394516e+00,2.346563163086765158e+00
8.520543823488868185e+00,2.412679628750697969e+00
8.519048409003273647e+00,2.478781551751525924e+00
8.516606975879826180e+00,2.544855273931119211e+00
8.513250068222822264e+00,2.610888774404964696e+00
8.508976018446169576e+00,2.676869362957186027e+00
8.503741185733550978e+00,2.742780683889405768e+00
8.497596970552820039e+00,2.808613357595437066e+00
8.490546212506430379e+00,2.874355181569584694e+00
8.482557517422755211e+00,2.939989651791166114e+00
8.473652973009713207e+00,3.005506103015190611e+00
8.463853358128071491e+00,3.070894663978801731e+00
8.453148946155872423e+00,3.136141275661023631e+00
8.441523138000091464e+00,3.201230019063191712e+00
8.429017537493928458e+00,3.266155405952844148e+00
8.415637823570262910e+00,3.330906403748960187e+00
8.401347047789332834e+00,3.395462451837185647e+00
8.386189332600654467e+00,3.459820379949839708e+00
8.370177340458598181e+00,3.523971136326134346e+00
8.353296062945986478e+00,3.587898682683574147e+00
8.335550059956389646e+00,3.651591583648881478e+00
8.316972631915986014e+00,3.715046934460196848e+00
8.297570047568944673e+00,3.778254968274913583e+00
8.277308346208176459e+00,3.841192875976270127e+00
8.256240671359510230e+00,3.903865503746610788e+00
8.234375701849915075e+00,3.966264501760027095e+00
8.211696342934876824e+00,4.028372167672967130e+00
8.188220634338094328e+00,4.090183192622752983e+00
8.163975844320445319e+00,4.151696610573304191e+00
8.138965718685255979e+00,4.212902937782591728e+00
8.113169845739347963e+00,4.273782282044560787e+00
8.086634668757719524e+00,4.334342973257292897e+00
8.059370042200407980e+00,4.394578847268236999e+00
8.031359681515469973e+00,4.454471609667090881e+00
8.002627394101333280e+00,4.514021376454709689e+00
7.973196827261856079e+00,4.573229152115832363e+00
7.943071543507833177e+00,4.632086565149664104e+00
7.912237948432091272e+00,4.690576032866337286e+00
7.880737807696641006e+00,4.748709177695920935e+00
7.848581406709978836e+00,4.806481958928886300e+00
7.815755191674795377e+00,4.863876824824259870e+00
7.782282739299719587e+00,4.920897191039291130e+00
7.748185917098781239e+00,4.977546409984292985e+00
7.713469411554933153e+00,5.033818068218771202e+00
7.678121694751909310e+00,5.089695388088834704e+00
7.642181213541544338e+00,5.145193240274330115e+00
7.605658049966174339e+00,5.200309428298603542e+00
7.568541996574635888e+00,5.255028134454367894e+00
7.530853104015182709e+00,5.309353843599740941e+00
7.492612300352679888e+00,5.363292475343340193e+00
7.453825508145637713e+00,5.416839904923984150e+00
7.414481101177143429e+00,5.469978975872763272e+00
7.374614626530194172e+00,5.522727452371945844e+00
7.334235479960620196e+00,5.575084560594262051e+00
7.293336199322815183e+00,5.627036399322029148e+00
7.251932746224168724e+00,5.678587312450178004e+00
7.210044920076140507e+00,5.729745420957526036e+00
7.167679005921584690e+00,5.780508380246952349e+00
7.124823430524667600e+00,5.830858644426383464e+00
7.081510419813970003e+00,5.880815900787403017e+00
7.037748356003579175e+00,5.930380302836778306e+00
6.993531081408666417e+00,5.979539055163987094e+00
6.948871966901301711e+00,6.028296742546056741e+00
6.903788746190970826e+00,6.076662549502518829e+00
6.858286615957039700e+00,6.124634517949781198e+00
6.812355747074430035e+00,6.172196156501296826e+00
6.766024110576866590e+00,6.219367433292619651e+00
6.719298887417873622e+00,6.266148913627401562e+00
6.672173401861400066e+00,6.312527179316765213e+00
6.624661076894836853e+00,6.358509046280889088e+00
6.576776293220335745e+00,6.404102911440289425e+00
6.528521538359311371e+00,6.449305075872788784e+00
6.479891123284544641e+00,6.494102843810011905e+00
6.430907678257699267e+00,6.538514286433950495e+00
6.381577113258317446e+00,6.582539884085811366e+00
6.331890396630431184e+00,6.626163144927108561e+00
6.281864024150508818e+00,6.669396445052814926e+00
6.231507719962532832e+00,6.712245011940573214e+00
6.180819742962647467e+00,6.754700733262325230e+00
6.129801067247480972e+00,6.796758474801582572e+00
6.078467990622930195e+00,6.838431877164533823e+00
6.026824939306220763e+00,6.879720580007078645e+00
5.974859597779225595e+00,6.920602914639835568e+00
5.922593783750311758e+00,6.961100355937253070e+00
5.870031664289839135e+00,7.001212499074744855e+00
5.817165951587175421e+00,7.040923675534676462e+00
5.764006713165423790e+00,7.080241034620868845e+00
5.710563098545510030e+00,7.119170967541734285e+00
5.656832691315802464e+00,7.157704131429761141e+00
5.602814893175681377e+00,7.195833364122074194e+00
5.548523255936776977e+00,7.233571639133351994e+00
5.493959475855712427e+00,7.270915400288427755e+00
5.439113871519743348e+00,7.307844010631362686e+00
5.384003698249507863e+00,7.344376571644039231e+00
5.328631702929381930e+00,7.380511101445871525e+00
5.272987749836000937e+00,7.416225421061984235e+00
5.217084962009539417e+00,7.451533176721135021e+00
5.160928173486564852e+00,7.486435551714755832e+00
5.104510490921122745e+00,7.520914620196097466e+00
5.047837927765989718e+00,7.554973099474375786e+00
4.990918287884481330e+00,7.588617029210452003e+00
4.933747410555440638e+00,7.621832254982365384e+00
4.876325372438079064e+00,7.654611349805431786e+00
4.818662475668027412e+00,7.686964843351692167e+00
4.760756849273279023e+00,7.718881899771191435e+00
4.702603699141672422e+00,7.750345698691913476e+00
4.644215412126076359e+00,7.781370929102222611e+00
4.585592016264200765e+00,7.811949634713363011e+00
4.526724835478431075e+00,7.842056351181266649e+00
4.467627969420760792e+00,7.871709615580797070e+00
4.408302993724422691e+00,7.900903908272419507e+00
4.348738287199302555e+00,7.929605906703203644e+00
4.288949317519441529e+00,7.957837685113100967e+00
4.228937870396326737e+00,7.985593473973822576e+00
4.168693329541879322e+00,8.012839616609603866e+00
4.108229155594099069e+00,8.039594732490469298e+00
4.047548275958106956e+00,8.065854708455804101e+00
3.986641313450971946e+00,8.091585948613881030e+00
3.925520049313053317e+00,8.116803834088452518e+00
3.864188420879089314e+00,8.141505750741808711e+00
3.802638058352921124e+00,8.165657467916380696e+00
3.740879843769716384e+00,8.189272536669257363e+00
3.678918442704063096e+00,8.212349276331361025e+00
3.616746297171541169e+00,8.234852045016905819e+00
3.554374115675737578e+00,8.256794175850476591e+00
3.491807027513726069e+00,8.278174269706468635e+00
3.429038132854345555e+00,8.298954400139406218e+00
3.366078621906526180e+00,8.319149533938226426e+00
3.302933845043503069e+00,8.338757796253883470e+00
3.239597458867639723e+00,8.357737993318265168e+00
3.176081694593497318e+00,8.376108845558318805e+00
3.112391912202244537e+00,8.393867123795537566e+00
3.048522289049313105e+00,8.410967266931256958e+00
2.984486525877275920e+00,8.427434156672219956e+00
2.920289677792174743e+00,8.443261583294708217e+00
2.855926935142983236e+00,8.458400243197356616e+00
2.791413278484431881e+00,8.472882037531110910e+00
2.726752653437980012e+00,8.486692964139164630e+00
2.661943963715796002e+00,8.499791472326442943e+00
2.597000951966272009e+00,8.512206642375236498e+00
2.531927342339704179e+00,8.523918119821367156e+00
2.466725858622937029e+00,8.534895317190498432e+00
2.401408929441797291e+00,8.545163097872400471e+00
2.335980298621513018e+00,8.554693220574439039e+00
2.270446311556899577e+00,8.563469547403158799e+00
2.204818126902286846e+00,8.571511188328038600e+00
2.139099909084564821e+00,8.578780400627040947e+00
2.073301062491480273e+00,8.585279199709743736e+00
2.007431667573102541e+00,8.591019288881803107e+00
1.941496890452923729e+00,8.595951766512337500e+00
1.875508215040960547e+00,8.600100643198025807e+00
1.809474911454865609e+00,8.603466307817861036e+00
1.743404214906043359e+00,8.605993557888387713e+00
1.677307959866496390e+00,8.607725768121456511e+00
1.611195329762250772e+00,8.608641012259887759e+00
1.545076405573549971e+00,8.608710366229859190e+00
1.478961652980618879e+00,8.607966197644966400e+00
1.412861939810766243e+00,8.606372052729907907e+00
1.346788161395008787e+00,8.603929298515790691e+00
1.280750215381887047e+00,8.600657404548993412e+00
1.214761870555668866e+00,8.596503812059141936e+00
1.148832294164786605e+00,8.591503958508477368e+00
1.082972727603433549e+00,8.585653347278650926e+00
1.017198606361959135e+00,8.578909675527130574e+00
9.515169888040299062e-01,8.571318109626451687e+00
8.859428975162032538e-01,8.562847867426489401e+00
8.204888139226067523e-01,8.553495403168771105e+00
7.551624292565317642e-01,8.543288882759306091e+00
6.899837250925472398e-01,8.532178319166822789e+00
6.249585814464789779e-01,8.520201958828206301e+00
5.600992042064996124e-01,8.507357977960099404e+00
4.954253022243653715e-01,8.493610478905459615e+00
4.309391653221164575e-01,8.479007679587859059e+00
3.666605434457594348e-01,8.463516989475891705e+00
3.025998249468297430e-01,8.447148537673745849e+00
2.387623661292526123e-01,8.429929694373567983e+00
1.751758324591398686e-01,8.411806172253635694e+00
1.118367992060689403e-01,8.392835979466816809e+00
4.876276476550030908e-02,8.373002456998973386e+00
-1.402991825388554339e-02,8.352295389513841428e+00
-7.654188135393069636e-02,8.330755634360185624e+00
-1.387455933758898474e-01,8.308341270112073573e+00
-2.006426021333081733e-01,8.285093426365609304e+00
-2.622210139229889658e-01,8.261014305961420945e+00
-3.234590913292784142e-01,8.236082305204003973e+00
-3.843638188286337964e-01,8.210346707039958503e+00
-4.449078219213040697e-01,8.183773609992151421e+00
-5.050923427657055820e-01,8.156396101802245724e+00
-5.649096791030504550e-01,8.128225299349576716e+00
-6.243358256169589948e-01,8.099238349273242932e+00
-6.833830758356014279e-01,8.069487176442038390e+00
-7.420228634263580370e-01,8.038940745604714166e+00
-8.002603732525452873e-01,8.007634181021053621e+00
-8.580876828572547854e-01,7.975576222911263002e+00
-9.154846790752700914e-01,7.942754002067919039e+00
-9.724662358112101668e-01,7.909215689213523248e+00
-1.028999606786692445e+00,7.874927295074432010e+00
-1.085101322643361677e+00,7.839937128260405785e+00
-1.140755390888628096e+00,7.804239250050035714e+00
-1.195955163938361876e+00,7.767842792590236911e+00
-1.250709226874240576e+00,7.730779158266877005e+00
-1.304988727721645869e+00,7.693023908028414404e+00
-1.358819512747728053e+00,7.654631590266049557e+00
-1.412170412827670640e+00,7.615575162125260533e+00
-1.465061231263950825e+00,7.575897899131635249e+00
-1.517476345263720550e+00,7.535594320398834256e+00
-1.569418906928888413e+00,7.494683480616148863e+00
-1.620890672151233280e+00,7.453181875136787760e+00
-1.671880951514140623e+00,7.411090049151087378e+00
-1.722405861826065587e+00,7.368440732552927308e+00
-1.772444234611997516e+00,7.325221570854360209e+00
-1.822023018808572647e+00,7.281475943420727681e+00
-1.871114403815600680e+00,7.237184017362113586e+00
-1.919752222189212265e+00,7.192394481768280556e+00
-1.967906232173630698e+00,7.147085169990969433e+00
-2.015612895495745516e+00,7.101305075856255478e+00
-2.062844000655774668e+00,7.055034478284134991e+00
-2.109634215283108905e+00,7.008318095500433387e+00
-2.155961922361005811e+00,6.961142976930406512e+00
-2.201855564468103044e+00,6.913545499859056420e+00
-2.247304613777028059e+00,6.865523265201916026e+00
-2.292327034746699965e+00,6.817100850083453345e+00
-2.336927616472534996e+00,6.768289553427675465e+00
-2.381109980182464891e+00,6.719099391709546509e+00
-2.424897936484452732e+00,6.669557752144800844e+00
-2.468277621107941133e+00,6.619658212304425859e+00
-2.511282723205007006e+00,6.569435511097140967e+00
-2.553915693667212050e+00,6.518896480599141618e+00
-2.596185403208277620e+00,6.468053241183728375e+00
-2.638115750174498508e+00,6.416929753128942870e+00
-2.679712169499286478e+00,6.365534160115546847e+00
-2.720991090521302613e+00,6.313883221812299773e+00
-2.761974829964671585e+00,6.261997739803119245e+00
-2.802677681875695992e+00,6.209891579951142937e+00
-2.843112409468908197e+00,6.157577070100436423e+00
-2.883306226557132312e+00,6.105077238785078464e+00
-2.923278927005452665e+00,6.052408839217025438e+00
-2.963051662276225073e+00,5.999589249785137746e+00
-3.002643900134012611e+00,5.946634216964302944e+00
-3.042083935705074627e+00,5.893565724333946321e+00
-3.081397505862970121e+00,5.840403469224642485e+00
-3.120611367757898158e+00,5.787167615891052108e+00
-3.159753767707359273e+00,5.733879190756042021e+00
-3.198854438382961796e+00,5.680560135263869270e+00
-3.237944579246983423e+00,5.627233358609142755e+00
-3.277056817557049584e+00,5.573922789090804741e+00
-3.316225147136570683e+00,5.520653422490710227e+00
-3.355484842053741978e+00,5.467451365484463643e+00
-3.394872342385995001e+00,5.414343871664405228e+00
-3.434425109395796927e+00,5.361359367302756418e+00
-3.474181447735059436e+00,5.308527463525046564e+00
-3.514180292756761581e+00,5.255878951124399734e+00
-3.554460961668846952e+00,5.203445773859161960e+00
-3.595062868136953416e+00,5.151260975780518336e+00
-3.636031656148454250e+00,5.099363748736304380e+00
-3.677403533845154282e+00,5.047787353357417572e+00
-3.719214464526546582e+00,4.996566298966429898e+00
-3.761500710968256556e+00,4.945736965085561820e+00
-3.804310873336956611e+00,4.895348162529444380e+00
-3.847666493472666982e+00,4.845428010142383002e+00
-3.891595371013079063e+00,4.796011586751678379e+00
-3.936142985049862819e+00,4.747152272967216646e+00
-3.981314702099593816e+00,4.698869475351821201e+00
-4.027135973612303133e+00,4.651202724188033599e+00
-4.073627224114904521e+00,4.604189250437500824e+00
-4.120782740945187150e+00,4.557842083686513668e+00
-4.168630095253988088e+00,4.512209529617549286e+00
-4.217145706075898559e+00,4.467288159482831311e+00
-4.266337412217227509e+00,4.423108200209546759e+00
-4.316188907566679944e+00,4.379674097560833701e+00
-4.366680599799848572e+00,4.336985857164994407e+00
-4.417805511490532133e+00,4.295058018532331268e+00
-4.469523595389359727e+00,4.253864054788718541e+00
-4.521821179065677043e+00,4.213408262228003132e+00
-4.574663823143163555e+00,4.173667017184993888e+00
-4.628015418625813560e+00,4.134611581091675703e+00
-4.681853647900079629e+00,4.096229651356164680e+00
-4.736140042417597229e+00,4.058484213341831293e+00
-4.790838172361639558e+00,4.021337870547303517e+00
-4.845915672972367361e+00,3.984756250871923200e+00
-4.901344521971104484e+00,3.948709119376105470e+00
-4.957088976471871078e+00,3.913151954962535317e+00
-5.013116297470355143e+00,3.878042145024300336e+00
-5.069396531762347280e+00,3.843339135729428424e+00
-5.125900726882553826e+00,3.809001929190605651e+00
-5.182601020735279285e+00,3.774989456984348735e+00
-5.239470698591150111e+00,3.741260915385076213e+00
-5.296484222304924216e+00,3.707776060427382170e+00
-5.353617236552381087e+00,3.674495462326953454e+00
-5.410846556637471494e+00,3.641380719959194767e+00
-5.468150142041235284e+00,3.608394637012925177e+00
-5.525507059422157141e+00,3.575501362117517790e+00
-5.582897438275520763e+00,3.542666495708754582e+00
-5.640302295568648816e+00,3.509856945552039420e+00
-5.697702813207074612e+00,3.477039804698768943e+00
-5.755081779372660300e+00,3.444185001684063163e+00
-5.812422868029760714e+00,3.411264142152225620e+00
-5.869708236624751940e+00,3.378246428647854405e+00
-5.926923149060162821e+00,3.345106792257286354e+00
-5.984053848363426908e+00,3.311822198829631692e+00
-6.041082284461404939e+00,3.278362706134167581e+00
-6.097996221750957346e+00,3.244708851492137391e+00
-6.154783334580620213e+00,3.210841436406140392e+00
-6.211423653417763369e+00,3.176729114163152623e+00
-6.267912059393166757e+00,3.142365837045719701e+00
-6.324226233571602407e+00,3.107717784306750275e+00
-6.380361496964797929e+00,3.072780647885159588e+00
-6.436297259160420836e+00,3.037524994969249992e+00
-6.492027852816080191e+00,3.001945941374978499e+00
-6.547532428517697234e+00,2.966015322154231804e+00
-6.602808129326264819e+00,2.929733611259260684e+00
-6.657829135068501714e+00,2.893066823023628942e+00
-6.712598521896927295e+00,2.856025257629787095e+00
-6.767085848622486743e+00,2.818570054400713065e+00
-6.821293621371457228e+00,2.780711427213322651e+00
-6.875201571879943074e+00,2.742427108898410903e+00
-6.928795063827955403e+00,2.703703830835300082e+00
-6.982072626418842631e+00,2.664547011917560049e+00
-7.035001455621540778e+00,2.624920102094324914e+00
-7.087585043975734855e+00,2.584836258159534328e+00
-7.139810848255292441e+00,2.544287329439296919e+00
-7.191646268211515647e+00,2.503240554762744541e+00
-7.243099032728841813e+00,2.461715196160896735e+00
