# x_m,y_m
7.459185575345101071e+00,0.000000000000000000e+00
7.467757247804392762e+00,6.477258029177740406e-02
7.475907703584232955e+00,1.295994715747237902e-01
7.483619126644112995e+00,1.944800372941463962e-01
7.490874027870967566e+00,2.594132541747681264e-01
7.497639631196375554e+00,3.243992661596304394e-01
7.503911962745436703e+00,3.894346933218857387e-01
7.509675833501892050e+00,4.545171401959154367e-01
7.514913478663284963e+00,5.196440769168330087e-01
7.519592407571491499e+00,5.848135185525428215e-01
7.523714603429081826e+00,6.500204865349770156e-01
7.527265420613590052e+00,7.152610658338904859e-01
7.530220521044842741e+00,7.805313642422381237e-01
7.532562354925787851e+00,8.458264998611477736e-01
7.534290224261354751e+00,9.111407277408283267e-01
7.535391476877106420e+00,9.764685703669127026e-01
7.535829476466138210e+00,1.041804220512886348e+00
7.535614029932721003e+00,1.107140907682301556e+00
7.534735851727659472e+00,1.172472059153536694e+00
7.533169182740028447e+00,1.237790356724370877e+00
7.530905370335364779e+00,1.303088151238529502e+00
7.527948048328423347e+00,1.368358188730410596e+00
7.524281519547963981e+00,1.433592286884580069e+00
7.519880800660128983e+00,1.498780937486579035e+00
7.514761469181279629e+00,1.563917033280624702e+00
7.508916780622324261e+00,1.628992128963727692e+00
7.502308203772046546e+00,1.693994084283561463e+00
7.494961776430607792e+00,1.758916693389437125e+00
7.486872789557706298e+00,1.823751025403755222e+00
7.478009431030239185e+00,1.888484056585679305e+00
7.468389283430105330e+00,1.953108865182492604e+00
7.458015533557694532e+00,2.017617028870870577e+00
7.446862133690504315e+00,2.081995006601853770e+00
7.434940487944211363e+00,2.146235075684934213e+00
7.422260403194711920e+00,2.210329774345063392e+00
7.408800642835553951e+00,2.274265335270722943e+00
7.394568611043556672e+00,2.338033361541927313e+00
7.379579438165464467e+00,2.401627685842409043e+00
7.363815782489209205e+00,2.465034529423433707e+00
7.347283039889124012e+00,2.528245135840884394e+00
7.330000393907753597e+00,2.591254843022738452e+00
7.311953547284822719e+00,2.654050004286236497e+00
7.293147624824601216e+00,2.716621967766289725e+00
7.273604659353312130e+00,2.778967667796532037e+00
7.253312636379930289e+00,2.841073671893618258e+00
7.232277844363110830e+00,2.902931996761381583e+00
7.210524061591445211e+00,2.964541155832544295e+00
7.188040900994669080e+00,3.025887965507994437e+00
7.164836917161255592e+00,3.086965718795847025e+00
7.140936657528345499e+00,3.147774400081610580e+00
7.116330825169438157e+00,3.208301078336876611e+00
7.091030999222414977e+00,3.268540916261549523e+00
7.065061667848466342e+00,3.328495192641075739e+00
7.038414210109109170e+00,3.388151218811000120e+00
7.011103649994120168e+00,3.447506551155049337e+00
6.983153748097151059e+00,3.506563542914288512e+00
6.954556265968462547e+00,3.565309739234482134e+00
6.925329777841758627e+00,3.623745497812024485e+00
6.895496811661194769e+00,3.681874007934469173e+00
6.865049328274064777e+00,3.739683053362053311e+00
6.834009281834549476e+00,3.797176050067655240e+00
6.802397619167811271e+00,3.854356788523742416e+00
6.770206409703858341e+00,3.911213315168572180e+00
6.737460594230431532e+00,3.967752192448171566e+00
6.704179330671878212e+00,4.023977597242181403e+00
6.670354774794286179e+00,4.079877880852666117e+00
6.636014300409401656e+00,4.135462671622595288e+00
6.601175185535375967e+00,4.190736347356943448e+00
6.565829690428198973e+00,4.245687616165206180e+00
6.530006975823662962e+00,4.300328940876615214e+00
6.493722435974137674e+00,4.354664745157227124e+00
6.456968464736070779e+00,4.408684141022551906e+00
6.419775338947816046e+00,4.462402077121192967e+00
6.382156619964935551e+00,4.515822891867335542e+00
6.344104847345706233e+00,4.568936124650710973e+00
6.305650781035763153e+00,4.621758789064069006e+00
6.266805792972315103e+00,4.674294698176158391e+00
6.227563829957448505e+00,4.726534760148510372e+00
6.187954302521311511e+00,4.778496649830462850e+00
6.147986385057730985e+00,4.830183428846631877e+00
6.107656861891139322e+00,4.881588560694983592e+00
6.066991865490184210e+00,4.932728700750347528e+00
6.025999040273164908e+00,4.983606478485713254e+00
5.984677482824238837e+00,5.034217633413578419e+00
5.943050163490079640e+00,5.084577587562302270e+00
5.901123122732951032e+00,5.134688318652374406e+00
5.858897374953477843e+00,5.184547602472384220e+00
5.816392813960425734e+00,5.234169406591748341e+00
5.773613743326611036e+00,5.283554779365033482e+00
5.730562848024022493e+00,5.332703369713332364e+00
5.687256992910777242e+00,5.381627455171651420e+00
5.643698550655360080e+00,5.430326813791037210e+00
